0100:002:221021:124722:0355:005:W:100:0000:       114122756:00000000+000000000
0100:002:221021:124733:0355:006:P:101:0054:        00000000:00+00000+000000000
0100:002:221021:124734:0355:007:S:100:0041:   4063697708440+00010010*000005199
0100:002:221021:124734:0355:008:W:100:0000:   4063697708440:00000000+000000000
0100:002:221021:124735:0355:009:S:100:0041:   4064535965773+00010010*000003599
0100:002:221021:124735:0355:010:W:100:0000:   4064535965780:00000000+000000000
0100:002:221021:124841:0355:011:S:100:0026:    040000576396+00010010*000001375
0100:002:221021:124841:0355:012:W:100:0000:    040000576396:00000000+000000000
0100:002:221021:124918:0355:013:V:101:0008:           00.0%:00+00005+000016167
0100:002:221021:124918:0355:014:V:100:0008:           00.0%:00+00005+000000000
0100:002:221021:124918:0355:015:T:111:0008:                :30+00001+000107000
0100:002:221021:124918:0355:016:T:112:0008:         0.00100:30+00001+000016212
0100:002:221021:124918:0355:017:T:115:0008:                :30+00001-000000297
0100:002:221021:124918:0355:018:T:116:0008:         0.00100:30+00001-000000045
0100:002:221021:124918:0355:019:F:100:0008:                :00+00005+000016167
0100:002:221021:125017:0356:001:H:100:0008:                :00+00000+000000000
0100:002:221021:125017:0356:002:S:100:0026:    040000576396+00010010*000001375
0100:002:221021:125017:0356:003:W:100:0000:    040000576396:00000000+000000000
0100:002:221021:125027:0356:004:S:100:0026:    022000117021+00010010*000001040
0100:002:221021:125027:0356:005:W:100:0000:    022000117021:00000000+000000000
0100:002:221021:125035:0356:006:S:100:0004:    888830003138+00010010*000002497
0100:002:221021:125035:0356:007:W:100:0000:    888830003138:00000000+000000000
0100:002:221021:125035:0356:008:S:100:0004:    888830003138+00010010*000002497
0100:002:221021:125035:0356:009:W:100:0000:    888830003138:00000000+000000000
0100:002:221021:125136:0356:010:V:101:0008:           00.0%:00+00004+000007409
0100:002:221021:125136:0356:011:V:100:0008:           00.0%:00+00004+000000000
0100:002:221021:125136:0356:012:T:110:0008:            0002:10+00001+000007409
0100:002:221021:125136:0356:013:F:100:0008:                :00+00004+000007409
0100:002:221021:125423:0357:001:H:100:0008:                :00+00000+000000000
0100:002:221021:125423:0357:002:S:100:0024:   7897042015306+00010010*000000400
0100:002:221021:125423:0357:003:W:100:0000:   7897042015306:00000000+000000000
0100:002:221021:125437:0357:004:S:100:0012:   8720116183832+00010010*000002880
0100:002:221021:125437:0357:005:W:100:0000:   8720116183832:00000000+000000000
0100:002:221021:125534:0357:006:V:101:0008:           00.0%:00+00002+000003280
0100:002:221021:125534:0357:007:V:100:0008:           00.0%:00+00002+000000000
0100:002:221021:125534:0357:008:T:110:0008:                :01+00001+000004000
0100:002:221021:125534:0357:009:T:114:0008:                :01+00001-000000720
0100:002:221021:125534:0357:010:F:100:0008:                :00+00002+000003280
0100:002:221021:125600:0358:001:H:100:0008:                :00+00000+000000000
0100:002:221021:125600:0358:002:P:101:0040:        00000000:00+00000+000000000
0100:002:221021:125604:0358:003:S:100:0010:   4894300051307+00010010*000000599
0100:002:221021:125604:0358:004:W:100:0000:   4894300051307:00000000+000000000
0100:002:221021:125611:0358:005:S:100:0034:       107161371+00010010*000000597
0100:002:221021:125611:0358:006:W:100:0000:       107161371:00000000+000000000
0100:002:221021:125618:0358:007:S:100:0069:       179848750+00010010*000000397
0100:002:221021:125618:0358:008:W:100:0000:       179848750:00000000+000000000
0100:002:221021:125630:0358:009:S:100:0069:       196130552+00010010*000000525
0100:002:221021:125630:0358:010:W:100:0000:       196130552:00000000+000000000
0100:002:221021:125638:0358:011:S:100:0069:       196125844+00010010*000000380
0100:002:221021:125638:0358:012:W:100:0000:       196125844:00000000+000000000
0100:002:221021:125645:0358:013:S:100:0069:       196125844+00010010*000000380
0100:002:221021:125645:0358:014:W:100:0000:       196125844:00000000+000000000
0100:002:221021:125650:0358:015:S:100:0069:       196125844+00010010*000000380
0100:002:221021:125650:0358:016:W:100:0000:       196125844:00000000+000000000
0100:002:221021:125656:0358:017:S:100:0069:       196125844+00010010*000000380
0100:002:221021:125656:0358:018:W:100:0000:       196125844:00000000+000000000
0100:002:221021:125743:0358:019:V:101:0008:           00.0%:00+00008+000003638
0100:002:221021:125743:0358:020:V:100:0008:           00.0%:00+00008+000000000
0100:002:221021:125743:0358:021:T:110:0008:                :01+00001+000003600
0100:002:221021:125743:0358:022:T:111:0008:                :30+00001+000000251
0100:002:221021:125743:0358:023:T:112:0008:         0.00100:30+00001+000000038
0100:002:221021:125743:0358:024:F:100:0008:                :00+00008+000003638
0100:002:221021:130156:0359:001:H:100:0008:                :00+00000+000000000
0100:002:221021:130156:0359:002:P:101:0054:        00000000:00+00000+000000000
0100:002:221021:130157:0359:003:S:100:0010:           41421+00010010*000002495
0100:002:221021:130157:0359:004:W:100:0000:           41421:00000000+000000000
0100:002:221021:130243:0359:005:V:101:0008:           00.0%:00+00001+000002495
0100:002:221021:130243:0359:006:V:100:0008:           00.0%:00+00001+000000000
0100:002:221021:130243:0359:007:T:110:0008:                :01+00001+000002500
0100:002:221021:130243:0359:008:T:114:0008:                :01+00001-000000005
0100:002:221021:130243:0359:009:F:100:0008:                :00+00001+000002495
0100:002:221021:130523:0360:001:H:100:0008:                :00+00000+000000000
0100:002:221021:130523:0360:002:P:101:0046:        00000000:00+00000+000000000
0100:002:221021:130528:0360:003:S:100:0069:           41111+00010010*000001999
0100:002:221021:130528:0360:004:W:100:0000:           41111:00000000+000000000
0100:002:221021:130557:0360:005:S:100:0015:           41289+00010010*000001399
0100:002:221021:130557:0360:006:W:100:0000:           41289:00000000+000000000
0100:002:221021:130608:0360:007:S:100:0015:           38457+00010010*000000170
0100:002:221021:130608:0360:008:W:100:0000:           38457:00000000+000000000
0100:002:221021:130611:0360:009:S:100:0015:           38457+00010010*000000170
0100:002:221021:130611:0360:010:W:100:0000:           38457:00000000+000000000
0100:002:221021:130617:0360:011:S:100:0069:           41481+00010010*000001999
0100:002:221021:130617:0360:012:W:100:0000:           41481:00000000+000000000
0100:002:221021:130628:0360:013:S:100:0069:           25705+00010010*000002080
0100:002:221021:130628:0360:014:W:100:0000:           25705:00000000+000000000
0100:002:221021:130655:0360:015:V:101:0008:           00.0%:00+00006+000007817
0100:002:221021:130655:0360:016:V:100:0008:           00.0%:00+00006+000000000
0100:002:221021:130655:0360:017:T:110:0008:                :01+00001+000008000
0100:002:221021:130655:0360:018:T:114:0008:                :01+00001-000000183
0100:002:221021:130655:0360:019:F:100:0008:                :00+00006+000007817
0100:002:221021:130751:0361:001:H:100:0008:                :00+00000+000000000
0100:002:221021:130751:0361:002:S:100:0004:          171462+00040010*000001097
0100:002:221021:130751:0361:003:W:100:0000:          171462:00000000+000000000
0100:002:221021:130759:0361:004:S:100:0004:          171281+00040010*000001097
0100:002:221021:130759:0361:005:W:100:0000:          171281:00000000+000000000
0100:002:221021:130804:0361:006:S:100:0004:          171373+00040010*000001097
0100:002:221021:130804:0361:007:W:100:0000:          171373:00000000+000000000
0100:002:221021:130812:0361:008:S:100:0004:          171161+00050010*000001097
0100:002:221021:130812:0361:009:W:100:0000:          171161:00000000+000000000
0100:002:221021:130818:0361:010:S:100:0004:   8338021018554+00050010*000001097
0100:002:221021:130818:0361:011:W:100:0000:   8338021018554:00000000+000000000
0100:002:221021:130857:0361:012:V:101:0008:           00.0%:00+00022+000024134
0100:002:221021:130857:0361:013:V:100:0008:           00.0%:00+00022+000000000
0100:002:221021:130857:0361:014:T:110:0008:            0006:12+00001+000024134
0100:002:221021:130857:0361:015:F:100:0008:                :00+00022+000024134
0100:002:221021:130924:0362:001:H:100:0008:                :00+00000+000000000
0100:002:221021:130924:0362:002:S:101:0024:    793366206727+00010010*000000197
0100:002:221021:130924:0362:003:W:100:0000:    793366206727:00000000+000000000
0100:002:221021:130926:0362:004:S:101:0024:    793366206727+00010010*000000197
0100:002:221021:130926:0362:005:W:100:0000:    793366206727:00000000+000000000
0100:002:221021:130931:0362:006:S:100:0024:    793366206727+00010010*000000197
0100:002:221021:130931:0362:007:W:100:0000:    793366206727:00000000+000000000
0100:002:221021:130934:0362:008:S:100:0024:   7750075056350+00010010*000000797
0100:002:221021:130934:0362:009:W:100:0000:   7750075056350:00000000+000000000
0100:002:221021:130936:0362:010:S:100:0024:   7897042013982+00010010*000000297
0100:002:221021:130936:0362:011:W:100:0000:   7897042013982:00000000+000000000
0100:002:221021:130939:0362:012:S:100:0024:   7897042009121+00010010*000000400
0100:002:221021:130939:0362:013:W:100:0000:   7897042009121:00000000+000000000
0100:002:221021:130953:0362:014:V:101:0008:           00.0%:00+00006+000002085
0100:002:221021:130953:0362:015:V:100:0008:           00.0%:00+00006+000000000
0100:002:221021:130953:0362:016:T:110:0008:                :01+00001+000002500
0100:002:221021:130953:0362:017:T:114:0008:                :01+00001-000000415
0100:002:221021:130953:0362:018:F:100:0008:                :00+00006+000002085
0100:002:221021:131041:0363:001:H:100:0008:                :00+00000+000000000
0100:002:221021:131041:0363:002:S:100:0024:    793366206727+00010010*000000197
0100:002:221021:131041:0363:003:W:100:0000:    793366206727:00000000+000000000
0100:002:221021:131106:0363:004:S:100:0003:       996989075+00010010*000002997
0100:002:221021:131106:0363:005:W:100:0000:       996989075:00000000+000000000
0100:002:221021:131115:0363:006:S:100:0014:   8018190030839+00050010*000000071
0100:002:221021:131115:0363:007:W:100:0000:   8018190030839:00000000+000000000
0100:002:221021:131136:0363:008:V:101:0008:           00.0%:00+00007+000003549
0100:002:221021:131136:0363:009:V:100:0008:           00.0%:00+00007+000000000
0100:002:221021:131136:0363:010:T:110:0008:            0003:10+00001+000003549
0100:002:221021:131136:0363:011:F:100:0008:                :00+00007+000003549
0100:002:221021:131811:0364:001:H:100:0008:                :00+00000+000000000
0100:002:221021:131811:0364:002:S:100:0001:   7453048903353+00010010*000000497
0100:002:221021:131811:0364:003:W:100:0000:   7453048903353:00000000+000000000
0100:002:221021:131813:0364:004:S:100:0001:   7453048903353+00010010*000000497
0100:002:221021:131813:0364:005:W:100:0000:   7453048903353:00000000+000000000
0100:002:221021:131817:0364:006:S:100:0053:   8431754472010+00010010*000003297
0100:002:221021:131817:0364:007:W:100:0000:   8431754472010:00000000+000000000
0100:002:221021:131821:0364:008:S:100:0001:    031655531908+00010010*000001697
0100:002:221021:131821:0364:009:W:100:0000:    031655531908:00000000+000000000
0100:002:221021:131821:0364:010:S:100:0001:    031655531908+00010010*000001697
0100:002:221021:131821:0364:011:W:100:0000:    031655531908:00000000+000000000
0100:002:221021:131840:0364:012:V:101:0008:           00.0%:00+00005+000007685
0100:002:221021:131840:0364:013:V:100:0008:           00.0%:00+00005+000000000
0100:002:221021:131840:0364:014:T:110:0008:            0004:10+00001+000007685
0100:002:221021:131840:0364:015:F:100:0008:                :00+00005+000007685
0100:002:221021:131901:0365:001:H:100:0008:                :00+00000+000000000
0100:002:221021:131901:0365:002:S:100:0014:   8018190030853+00010010*000007347
0100:002:221021:131901:0365:003:W:100:0000:   8018190030853:00000000+000000000
0100:002:221021:131936:0365:004:V:101:0008:           00.0%:00+00001+000007347
0100:002:221021:131936:0365:005:V:100:0008:           00.0%:00+00001+000000000
0100:002:221021:131936:0365:006:T:110:0008:            0005:10+00001+000007347
0100:002:221021:131936:0365:007:F:100:0008:                :00+00001+000007347
0100:002:221021:132112:0366:001:H:100:0008:                :00+00000+000000000
0100:002:221021:132112:0366:002:S:100:0064:           42413+00010010*000004350
0100:002:221021:132112:0366:003:W:100:0000:           42413:00000000+000000000
0100:002:221021:132201:0366:004:V:101:0008:           00.0%:00+00001+000004350
0100:002:221021:132201:0366:005:V:100:0008:           00.0%:00+00001+000000000
0100:002:221021:132201:0366:006:T:110:0008:                :01+00001+000004500
0100:002:221021:132201:0366:007:T:114:0008:                :01+00001-000000150
0100:002:221021:132201:0366:008:F:100:0008:                :00+00001+000004350
0100:002:221021:132215:0367:001:H:100:0008:                :00+00000+000000000
0100:002:221021:132215:0367:002:S:100:0014:   8018190030839+00010010*000000071
0100:002:221021:132215:0367:003:W:100:0000:   8018190030839:00000000+000000000
0100:002:221021:132224:0367:004:V:101:0008:           00.0%:00+00001+000000071
0100:002:221021:132224:0367:005:V:100:0008:           00.0%:00+00001+000000000
0100:002:221021:132224:0367:006:T:111:0008:                :30+00001+000000469
0100:002:221021:132224:0367:007:T:112:0008:         0.00100:30+00001+000000071
0100:002:221021:132224:0367:008:F:100:0008:                :00+00001+000000071
